Date,Product Category,Region,Product Name,Value
14-03-2023,Home Appliances,Northeast,wife,6796.565316
22-09-2023,Clothing,Northeast,seem,2544.693592
14-04-2023,Electronics,West,often,4794.279385
28-04-2023,Books,Southwest,huge,7593.156346
21-07-2023,Clothing,West,my,4478.752872
01-12-2022,Toys,Midwest,show,4322.704176
19-01-2023,Books,West,act,6188.654341
20-02-2023,Electronics,Midwest,fear,7393.141765
25-06-2023,Clothing,Southeast,bill,3777.363652
26-02-2023,Books,Southwest,need,8579.423723
21-09-2023,Electronics,Midwest,teach,5919.63577
07-10-2023,Clothing,West,hard,7448.911041
02-12-2022,Toys,West,music,6029.007581
14-05-2023,Toys,Southeast,stock,2100.70885
10-12-2022,Toys,Midwest,growth,9814.379743
11-06-2023,Books,Southwest,onto,8125.632573
23-10-2022,Toys,Southeast,no,4410.30154
02-03-2023,Books,Southeast,fund,3811.389056
26-11-2022,Toys,Southeast,task,556.6058212
22-02-2023,Toys,Northeast,lawyer,7191.495291
15-02-2023,Home Appliances,Midwest,someone,2734.688234
13-07-2023,Toys,Midwest,build,1199.164473
09-11-2022,Home Appliances,Southeast,within,1391.110359
10-01-2023,Home Appliances,Southeast,trouble,2476.161793
18-02-2023,Toys,Southeast,high,9229.841237
16-11-2022,Toys,Southwest,cell,6185.497855
30-03-2023,Clothing,Southwest,unit,8183.801848
25-03-2023,Books,Northeast,network,1365.550548
04-06-2023,Clothing,Midwest,magazine,5944.497623
24-06-2023,Clothing,West,three,937.0254187
30-03-2023,Clothing,Midwest,time,282.6709383
07-02-2023,Books,Midwest,level,2513.074984
08-01-2023,Books,West,yard,2345.251561
19-03-2023,Home Appliances,West,rise,5656.150094
11-01-2023,Books,Southwest,toward,3874.256801
20-05-2023,Books,West,everyone,1058.091927
19-08-2023,Home Appliances,Northeast,discuss,1643.846351
12-08-2023,Electronics,Midwest,exist,5608.361101
09-05-2023,Toys,Northeast,fine,9783.712622
08-01-2023,Electronics,Southeast,however,1967.405129
05-03-2023,Toys,West,these,2351.391832
07-04-2023,Toys,Northeast,security,3033.267902
02-12-2022,Electronics,West,well,744.722261
31-01-2023,Books,West,into,5393.378203
03-06-2023,Clothing,Southwest,student,1969.759296
03-02-2023,Books,Southwest,two,7877.43924
29-11-2022,Toys,Southeast,base,5627.297345
02-07-2023,Books,Southeast,much,3921.091577
02-09-2023,Clothing,West,push,6160.895476
02-07-2023,Clothing,Northeast,dream,5605.635001
10-01-2023,Electronics,Northeast,answer,8357.384982
03-08-2023,Home Appliances,Southeast,movement,1409.45738
30-08-2023,Books,West,most,3568.545345
25-01-2023,Clothing,Northeast,successful,2734.906765
24-12-2022,Toys,Southwest,name,884.4919396
20-09-2023,Books,Northeast,development,2033.167085
28-11-2022,Home Appliances,West,left,500.0483165
08-09-2023,Clothing,Midwest,spring,4839.904584
03-02-2023,Electronics,West,end,9627.748399
06-07-2023,Clothing,Southeast,himself,6784.608806
28-03-2023,Toys,West,sit,919.485517
15-10-2022,Toys,Midwest,return,9929.339929
11-01-2023,Home Appliances,West,degree,7075.956739
31-08-2023,Clothing,West,both,4072.240635
05-11-2022,Clothing,Midwest,bar,7334.764244
22-11-2022,Electronics,Southwest,rule,1776.362715
06-06-2023,Toys,West,physical,7990.980655
20-07-2023,Home Appliances,Midwest,design,3906.187557
15-08-2023,Books,Midwest,they,7234.140749
14-01-2023,Electronics,Southeast,TV,5409.990503
29-06-2023,Clothing,West,month,2029.066392
18-07-2023,Toys,Southwest,group,5165.731397
22-12-2022,Home Appliances,Midwest,race,3852.174232
05-08-2023,Clothing,West,far,6748.542833
26-10-2022,Electronics,Southeast,concern,9491.978054
11-07-2023,Toys,Southeast,safe,4034.51231
26-07-2023,Clothing,Southeast,peace,6561.486936
16-04-2023,Toys,Northeast,hope,6760.144413
08-03-2023,Home Appliances,Southeast,threat,5015.524652
06-05-2023,Home Appliances,West,people,4281.00389
01-09-2023,Electronics,West,usually,7602.927248
29-06-2023,Electronics,West,cup,8790.324936
15-07-2023,Electronics,Southwest,generation,2582.382365
10-08-2023,Electronics,Midwest,be,726.2253498
08-05-2023,Toys,Midwest,report,7415.799548
16-11-2022,Books,Northeast,program,276.6548161
19-01-2023,Electronics,West,cut,222.1939665
13-06-2023,Books,Southeast,kid,652.8678134
15-09-2023,Books,Northeast,section,3469.720191
06-05-2023,Electronics,Southwest,forget,4412.074749
02-02-2023,Toys,West,history,6021.161541
17-05-2023,Electronics,West,yourself,5563.035373
13-08-2023,Home Appliances,West,once,9838.894254
07-01-2023,Clothing,Midwest,science,8998.348069
14-03-2023,Electronics,Midwest,education,3246.04169
21-12-2022,Toys,Southeast,floor,8579.250389
01-08-2023,Toys,Midwest,attorney,2889.803483
30-06-2023,Electronics,Southwest,itself,3435.606136
16-03-2023,Books,Southeast,budget,9983.536681
19-10-2022,Clothing,Northeast,same,9053.399706
13-11-2022,Electronics,West,hit,6248.002525
08-09-2023,Home Appliances,Northeast,east,9040.268491
31-10-2022,Electronics,Northeast,campaign,1713.867981
10-12-2022,Home Appliances,West,poor,6603.278024
04-06-2023,Electronics,Southwest,special,1314.021868
17-06-2023,Books,Northeast,treatment,8504.458798
13-05-2023,Clothing,Midwest,decide,5289.27803
30-04-2023,Books,Midwest,stuff,6414.313175
17-04-2023,Clothing,Southeast,whole,5756.493657
12-12-2022,Toys,Midwest,oil,3007.650884
11-03-2023,Books,Midwest,loss,3088.627536
19-10-2022,Books,West,food,5793.219308
29-11-2022,Clothing,Southeast,something,9724.1782
09-02-2023,Clothing,Southeast,past,3686.387999
27-01-2023,Toys,Midwest,environmental,7219.084255
13-08-2023,Electronics,Northeast,structure,7917.535107
17-01-2023,Toys,Southeast,authority,6082.708167
19-07-2023,Books,Midwest,herself,4996.020043
03-03-2023,Books,Southwest,while,2793.752812
29-06-2023,Books,Midwest,front,5690.625333
25-07-2023,Books,West,top,9718.979425
11-02-2023,Home Appliances,Southeast,young,8918.168755
25-02-2023,Electronics,West,become,7746.201558
29-06-2023,Home Appliances,Southwest,discussion,3424.699217
19-12-2022,Electronics,Midwest,former,1816.543091
19-03-2023,Toys,Midwest,how,6307.149244
16-08-2023,Electronics,Southwest,establish,3547.038273
25-08-2023,Toys,West,give,1223.472905
20-08-2023,Toys,Southwest,agent,4656.88425
30-09-2023,Electronics,Midwest,fire,6883.804984
27-04-2023,Books,Northeast,wear,5259.695346
05-12-2022,Books,West,set,2071.160063
27-03-2023,Toys,West,energy,9805.353341
26-09-2023,Books,Southeast,more,9068.99405
07-10-2023,Toys,West,factor,8600.603761
20-01-2023,Clothing,Northeast,specific,2168.180018
01-12-2022,Clothing,West,practice,932.4525661
08-11-2022,Clothing,West,mean,9075.097739
12-09-2023,Books,Northeast,truth,8737.561618
05-12-2022,Books,Midwest,summer,8280.5422
23-06-2023,Electronics,Midwest,support,9451.406891
30-05-2023,Toys,Southwest,million,501.354205
09-08-2023,Books,Southwest,wait,7677.647717
05-08-2023,Clothing,Midwest,possible,4607.0035
08-06-2023,Books,Northeast,data,6291.920494
11-02-2023,Toys,Southeast,result,4314.874898
27-01-2023,Toys,Midwest,season,8508.264515
18-08-2023,Home Appliances,Midwest,list,3631.376439
27-02-2023,Clothing,Midwest,learn,9936.540485
20-05-2023,Clothing,Northeast,look,538.9167954
15-09-2023,Clothing,Southwest,carry,9319.934518
03-04-2023,Clothing,Southeast,land,4452.45166
18-05-2023,Toys,Southwest,chance,2064.436773
11-02-2023,Electronics,Midwest,big,2357.322087
11-02-2023,Electronics,West,send,6732.709297
26-12-2022,Toys,Southwest,offer,7823.525414
12-03-2023,Clothing,Midwest,suggest,2779.746768
03-01-2023,Clothing,Midwest,rich,1237.942322
09-09-2023,Toys,Southwest,travel,1197.410012
19-09-2023,Toys,Southwest,together,7227.374226
16-02-2023,Home Appliances,Southeast,against,4453.449949
16-10-2022,Home Appliances,Southeast,administration,5307.712469
10-09-2023,Books,Midwest,other,591.4961691
23-04-2023,Toys,Northeast,every,3459.62917
08-08-2023,Electronics,Northeast,issue,9412.931987
13-04-2023,Home Appliances,West,six,3749.381368
14-09-2023,Books,Midwest,turn,681.0133303
06-08-2023,Electronics,Midwest,cover,7822.565249
28-04-2023,Electronics,Southwest,whom,9731.910338
05-09-2023,Toys,Southeast,direction,2368.855885
05-11-2022,Toys,Southeast,than,3597.871154
16-02-2023,Books,Southeast,suddenly,5773.694985
21-07-2023,Toys,Midwest,when,6296.568887
07-06-2023,Toys,Southwest,property,6376.760198
15-09-2023,Clothing,Northeast,miss,6831.238178
04-07-2023,Books,Southeast,area,8751.032462
09-01-2023,Home Appliances,Southwest,goal,3004.141187
02-11-2022,Clothing,Midwest,behind,3055.789108
13-01-2023,Clothing,Midwest,occur,6246.938067
11-03-2023,Toys,Southeast,blood,179.7222502
01-12-2022,Home Appliances,West,current,5451.434958
04-11-2022,Electronics,West,year,9665.490694
19-06-2023,Clothing,Northeast,worker,912.3280085
15-07-2023,Home Appliances,Southeast,home,6273.310824
08-11-2022,Electronics,West,remember,9951.163487
07-07-2023,Toys,Midwest,risk,1479.495876
22-02-2023,Books,Southeast,care,2999.2981
16-11-2022,Books,Northeast,drop,4227.092933
31-12-2022,Home Appliances,West,information,9714.782939
20-10-2022,Books,Northeast,operation,4551.432043
12-05-2023,Books,Midwest,go,3049.074092
29-08-2023,Home Appliances,Midwest,on,2621.556972
11-05-2023,Toys,West,the,145.3765012
04-01-2023,Books,Midwest,improve,318.2946961
25-04-2023,Electronics,Midwest,role,9618.551369
12-01-2023,Home Appliances,Southeast,movie,4447.737094
19-05-2023,Books,Midwest,politics,7794.621807
05-08-2023,Books,Midwest,serious,9734.208503
28-01-2023,Books,Midwest,certain,5234.394211
03-05-2023,Clothing,Northeast,discover,933.1185588
26-05-2023,Toys,Southwest,case,7738.560475
24-06-2023,Clothing,Northeast,explain,8792.296688
05-04-2023,Home Appliances,Midwest,seat,5979.703127
17-11-2022,Toys,Southeast,rock,9104.358352
10-04-2023,Home Appliances,Southeast,dark,4129.560105
31-05-2023,Electronics,Northeast,officer,6125.182722
16-03-2023,Electronics,West,why,9958.933564
29-08-2023,Home Appliances,Northeast,personal,9344.480173
14-07-2023,Home Appliances,Southwest,play,7959.494162
18-02-2023,Home Appliances,West,service,624.3038427
25-06-2023,Home Appliances,Northeast,message,995.9609226
16-04-2023,Books,West,adult,7184.290232
05-05-2023,Toys,Southeast,benefit,2264.816232
27-04-2023,Electronics,West,start,1643.544887
04-12-2022,Books,Northeast,performance,6799.898842
20-12-2022,Home Appliances,West,accept,2549.178764
01-03-2023,Home Appliances,Southwest,reach,9776.115167
31-03-2023,Electronics,Midwest,reality,1677.446444
05-09-2023,Toys,Northeast,we,9791.653254
01-04-2023,Books,Midwest,brother,5892.432795
05-07-2023,Electronics,Northeast,third,1167.303117
25-06-2023,Toys,Southeast,election,343.6968018
04-06-2023,Electronics,West,prevent,464.6280503
26-11-2022,Clothing,Southwest,career,6646.994994
07-10-2023,Toys,West,trip,397.0812884
06-10-2023,Books,Southwest,writer,1940.028858
25-07-2023,Books,Southeast,mind,5570.093002
23-08-2023,Electronics,Southeast,war,4706.356458
21-07-2023,Books,West,girl,5870.672325
24-04-2023,Electronics,Midwest,should,3034.700987
21-08-2023,Books,Southeast,trial,7338.042212
06-06-2023,Electronics,West,buy,6895.409631
28-05-2023,Toys,West,instead,5118.88397
26-10-2022,Electronics,Midwest,anyone,4985.056267
11-03-2023,Home Appliances,Southeast,avoid,6172.567724
18-12-2022,Books,Southeast,detail,746.5140463
20-04-2023,Toys,Northeast,fight,9248.265871
11-05-2023,Books,Southeast,region,2765.475393
26-06-2023,Clothing,Southeast,before,2164.173976
06-09-2023,Toys,Southwest,enjoy,9416.982357
19-01-2023,Books,Southwest,in,7051.238545
06-10-2023,Home Appliances,West,stay,2040.03859
14-09-2023,Home Appliances,Midwest,product,291.4775686
24-01-2023,Books,Southwest,tough,5420.744097
18-11-2022,Home Appliances,Southeast,consumer,2146.989769
21-09-2023,Home Appliances,Northeast,main,4534.823045
01-11-2022,Home Appliances,West,pick,549.7020771
22-05-2023,Books,Southwest,analysis,4044.492497
24-04-2023,Books,Southwest,federal,682.543965
11-09-2023,Clothing,West,account,6220.801599
01-06-2023,Home Appliances,West,way,9656.361624
11-04-2023,Clothing,Southeast,simply,467.6865731
07-06-2023,Electronics,Northeast,receive,2336.929653
05-06-2023,Books,Midwest,because,7842.708824
10-08-2023,Electronics,West,edge,496.922333
25-07-2023,Home Appliances,Southwest,happy,954.0133405
01-09-2023,Clothing,West,leg,8933.806357
04-07-2023,Books,Midwest,official,8092.3504
20-08-2023,Books,Southeast,see,2800.253227
02-04-2023,Books,Southwest,drug,8906.130573
23-04-2023,Electronics,Southwest,bank,3014.174555
17-07-2023,Books,Northeast,under,8770.778764
20-12-2022,Toys,Southwest,I,4908.372528
16-09-2023,Home Appliances,West,cultural,1006.213075
18-05-2023,Clothing,Southwest,his,9742.064359
31-03-2023,Clothing,Southeast,whatever,4050.687421
05-01-2023,Electronics,Midwest,imagine,9855.590321
15-02-2023,Electronics,Northeast,culture,2226.95732
30-01-2023,Books,Southwest,head,677.6929559
17-10-2022,Clothing,Midwest,sell,932.310211
19-11-2022,Books,Midwest,glass,4285.816777
06-01-2023,Home Appliances,Midwest,sister,3110.372448
06-07-2023,Books,Northeast,provide,5147.757597
25-11-2022,Electronics,Midwest,never,3926.406266
09-05-2023,Toys,West,natural,6398.941044
12-10-2023,Home Appliances,Southeast,of,5673.541372
22-01-2023,Clothing,Southeast,weight,1562.80074
22-04-2023,Electronics,Southwest,effort,7891.247956
01-06-2023,Books,Southwest,crime,3883.968122
02-05-2023,Clothing,Northeast,particularly,2820.946076
17-08-2023,Clothing,Midwest,government,8355.559846
27-04-2023,Clothing,Midwest,age,4090.747258
01-05-2023,Books,West,least,6106.432531
20-09-2023,Home Appliances,West,must,2589.585107
17-06-2023,Toys,Southwest,protect,1901.300056
04-08-2023,Home Appliances,Southwest,four,2241.203312
28-12-2022,Electronics,Northeast,pattern,2283.673711
13-03-2023,Electronics,Southwest,situation,2414.393289
29-03-2023,Clothing,Northeast,team,1059.851128
25-07-2023,Books,Northeast,for,9816.200349
24-06-2023,Home Appliances,Northeast,some,7855.713819
11-09-2023,Electronics,West,red,3644.588244
08-01-2023,Clothing,West,power,910.0740741
23-10-2022,Electronics,Southwest,another,9887.311447
16-10-2022,Home Appliances,Northeast,me,8291.047379
21-03-2023,Clothing,Midwest,during,5148.825881
07-03-2023,Books,Midwest,strategy,150.927645
05-12-2022,Electronics,Midwest,force,7118.79535
24-03-2023,Home Appliances,Midwest,hospital,6087.676369
06-07-2023,Electronics,West,candidate,4224.792234
07-11-2022,Electronics,Southwest,purpose,6024.285966
12-07-2023,Toys,West,beyond,2016.600777
19-11-2022,Clothing,West,significant,2864.386667
12-05-2023,Home Appliances,Southwest,event,5528.520796
25-03-2023,Toys,Midwest,office,7581.613037
28-02-2023,Clothing,Midwest,create,8762.029987
17-08-2023,Books,Southwest,positive,3375.652863
26-01-2023,Clothing,Southwest,light,36.83999399
14-04-2023,Home Appliances,Southeast,model,3531.004222
19-12-2022,Electronics,West,indicate,3065.349087
18-03-2023,Electronics,Southeast,ground,2304.735595
01-10-2023,Home Appliances,Southwest,debate,6763.22976
17-09-2023,Books,Southeast,common,7473.004851
05-03-2023,Electronics,West,throw,5970.954197
24-05-2023,Books,Northeast,money,5809.315571
12-11-2022,Toys,Southwest,less,9020.944038
13-02-2023,Electronics,Northeast,will,4696.216832
18-11-2022,Toys,West,range,8858.622251
31-10-2022,Toys,Northeast,arm,521.7039828
07-04-2023,Electronics,Southwest,ability,8349.572994
22-11-2022,Toys,Northeast,resource,6896.510631
21-05-2023,Clothing,West,family,3156.948735
10-05-2023,Clothing,West,final,5726.078141
25-02-2023,Books,Southeast,maintain,2045.115426
26-01-2023,Clothing,Southwest,already,9175.967454
08-05-2023,Electronics,Southwest,serve,8290.723435
08-08-2023,Toys,Southwest,sport,4596.086696
16-01-2023,Electronics,Southeast,keep,419.4898209
25-04-2023,Electronics,Northeast,want,3179.430412
26-03-2023,Books,West,course,6638.504843
11-08-2023,Books,Midwest,manage,9520.806014
03-06-2023,Toys,West,do,7516.13844
02-08-2023,Home Appliances,Midwest,better,3960.010083
11-01-2023,Home Appliances,West,all,2039.649391
26-06-2023,Books,Northeast,enough,9094.012442
22-11-2022,Books,Southwest,national,1125.948512
21-07-2023,Clothing,Northeast,fish,7965.41495
16-12-2022,Home Appliances,Northeast,remain,796.1210028
17-03-2023,Electronics,Midwest,style,1443.206576
06-09-2023,Electronics,Southwest,staff,1730.684691
01-01-2023,Electronics,Southeast,especially,1911.058402
14-03-2023,Books,Southeast,town,5640.566798
27-04-2023,Home Appliances,West,full,6213.632151
24-01-2023,Books,Northeast,second,7707.833966
04-09-2023,Clothing,Northeast,save,1185.062365
01-07-2023,Books,Midwest,everybody,3931.203934
15-03-2023,Home Appliances,West,black,9436.150552
29-05-2023,Electronics,Southwest,seek,8734.660667
05-05-2023,Books,West,total,8454.655507
14-11-2022,Toys,Southeast,yet,351.6150332
16-09-2023,Books,Northeast,democratic,8388.328334
23-07-2023,Books,Northeast,white,9382.559294
04-12-2022,Home Appliances,Midwest,stage,6611.580643
02-10-2023,Electronics,Southwest,let,3602.490129
12-05-2023,Electronics,Midwest,theory,1788.741487
14-12-2022,Clothing,West,interesting,3547.697379
22-01-2023,Home Appliances,Southeast,make,2927.539033
02-09-2023,Clothing,Southwest,able,6766.760449
07-12-2022,Books,Southwest,feel,8743.907399
20-05-2023,Electronics,Southwest,standard,5135.463055
19-06-2023,Books,Northeast,pass,6486.965565
10-10-2023,Books,Southwest,choice,5940.865309
11-09-2023,Electronics,Northeast,street,6894.897163
10-05-2023,Electronics,Northeast,anything,8715.788709
12-06-2023,Toys,Southeast,guy,8561.742845
16-12-2022,Toys,West,job,2000.684338
25-11-2022,Home Appliances,Southwest,church,4938.697826
11-06-2023,Toys,Midwest,break,7788.207869
26-11-2022,Electronics,Northeast,night,1457.824194
07-01-2023,Electronics,Northeast,develop,8803.946913
09-11-2022,Home Appliances,Southeast,argue,6256.920511
15-08-2023,Electronics,Southwest,so,8000.913363
02-01-2023,Toys,Northeast,billion,325.8560642
03-12-2022,Electronics,West,through,2526.75069
10-08-2023,Clothing,Southwest,describe,1348.284631
04-02-2023,Clothing,Southwest,station,4759.058356
28-10-2022,Books,Midwest,after,3046.249269
28-03-2023,Toys,Northeast,deep,270.9987511
09-08-2023,Books,Midwest,window,1325.988711
12-02-2023,Toys,Midwest,last,4038.377771
01-03-2023,Books,Midwest,father,8762.104583
05-08-2023,Home Appliances,Northeast,tonight,3862.366976
12-10-2023,Books,Midwest,mouth,9081.9775
19-07-2023,Electronics,Northeast,statement,6893.969062
03-06-2023,Home Appliances,West,might,5882.157509
31-07-2023,Electronics,Midwest,human,8335.691129
22-12-2022,Clothing,West,scientist,5200.79393
12-02-2023,Home Appliances,Midwest,early,8967.62905
16-03-2023,Clothing,West,realize,9503.169825
14-04-2023,Clothing,Midwest,position,5531.476257
12-12-2022,Toys,West,know,5655.594524
18-11-2022,Electronics,Southeast,game,9100.075122
04-09-2023,Home Appliances,West,space,2549.263602
11-09-2023,Electronics,West,expect,3112.890884
23-05-2023,Electronics,Midwest,action,395.8246852
08-07-2023,Books,Southwest,feeling,3415.976409
15-03-2023,Toys,West,arrive,9645.907693
01-01-2023,Toys,Northeast,ten,2200.140517
25-07-2023,Toys,Southeast,with,6055.318669
26-11-2022,Books,Southwest,little,5905.408197
28-08-2023,Electronics,West,across,6038.510585
06-08-2023,Toys,Midwest,until,5954.618594
09-10-2023,Home Appliances,Midwest,point,9399.041257
22-07-2023,Toys,Northeast,American,436.6437783
27-10-2022,Toys,Northeast,story,6039.212359
07-12-2022,Clothing,Northeast,technology,5503.727006
